title,text,predicted_label1,predicted_label2,true_label,result,confusion_point
Employee Dies Of Legionnaires' Disease,On november 29 1995 employee #1 died of pneumonia after burning steel trusses. Legionella bacteria were found in the employee's urine but he had not been in good health and there was no indication that his immune system made any attempt to fight off the legionnaires' disease. The source of the bacteria could not be established and a connection to the work place could not be made.,others,exposure to chemical substances,others,正确,"The text might be classified as others because the Legionnaires' disease lacks a confirmed workplace source and overlaps with non-categorized biological/environmental exposures (e.g., valley fever); it might also be classified as exposure to chemical substances because the act of burning steel trusses could ambiguously imply exposure to harmful fumes or substances, despite Legionella being biological rather than chemical."
Telecommunication Worker Is Killed In Fall From Aerial Lift,On july 23 2012 employee #1 and two coworkers were installing a guy for a utilility pole across the intersection of central avenue pike and beaver creek lane in knoxville tennessee. One coworker was a flagger and the other was a lineman. The flagger was out on central avenue pike to control traffic on central avenue pike before a section of cable was laid across the intersection. Employee #1 used an aerial lift to attach one end of the guy to the utility pole on the west side of central avenue pike. Employee #1 boomed down and the truck was moved to another utility pole on beaver creek lane. The crew made sure that there was enough slack in the cable so that the cable would lie flat across the intersection. Employee #1 raised the bucket to an estimated height of 15 feet (4.6 meters) in order to hang the guy on the utility pole. At that point employee #1 saw that he had connected the guy on the south side of a fiber optic cable that was installed diagonally across beaver creek lane when it needed to be on the north side. Employee #1 boomed down and asked the lineman to hand him the cable. Employee #1 had the flagger put down the flagging sign come over to the bucket truck cut the cable from the reel and hand it to him. The flagger left the roadway walked across the street and cut the cable using a pair of bolt cutters. Employee #1 had the cable in his hand but not the end of the cable. He was going try to get it over the fiber optic cable line. Employee #1 boomed up to an estimated height of 20 feet (6.1 meters) and jerked the cable up which reduced the slack in the cable that was supposed to be lying flat across central avenue pike. Before the flagger or lineman could get back to the roadway they heard noises. A pickup truck traveling southbound on central avenue pike drove over the cable and the cable became caught in its rear bumper. The lineman took off running to an open field but he was hit in the back by the cable 5 or 6 times. Employee #1 who was not wearing a harness or lanyard fell approximately 20 feet (6.1 meters) to the ground. The coworkers came over to the bucket truck and saw employee #1 lying on the ground. The lineman called emergency medical services and local law enforcement and first responders arrived. Employee #1 was transported to the university of tennessee medical center in knoxville tn. He had been killed.,traffic,falls,others,错误,"The text might be classified as traffic because the incident involved a pickup truck interacting with the cable, creating a vehicular hazard ; it might also be classified as falls because the fatal injury resulted directly from Employee #1 falling 20 feet from the aerial lift due to lack of fall protection, independent of the truck’s role in triggering the event."
Two Employee Drown In A Lake,On august 11 2004 employee #1 attempted to swim across a small lake. He swam about 45 yards and yelled for help. Employee #2 swam out to help him and both employees drowned.,others,falls,others,正确,"The text might be classified as others because the drowning occurred during voluntary swimming without a clear preceding fall or structural failure, fitting the ""others"" category for incidents not covered by other classes; it might also be classified as falls because drowning after entering water (even unintentionally during work) overlaps with fall-related drowning cases where the first uncontrolled action is entering the water, despite no explicit slip/trip."
Worker'S Ankle Is Fractured When Aerial Lift Falls Into Pit,On march 12 2013 employee #1 and coworker #1 electricians employed by an electrical company were working at an aerospace facility. They were in an aerial lift a genie boom z 40/23n model year 2011 serial number z40n11-1428. The lift was elevating them to install electrical conduit at the facility. The lift was situated approximately 1 foot from the edge of a pit that was next to the facility. The pit measured approximately 5 feet to 8 feet deep. The lift moved forward and fell into the pit. Employee #1 was injured. He was transported to the hospital admitted and treated for a fractured ankle. The investigation determined that other employees were working inside the facility. The investigation was unable to determine the circumstances surrounding the lift's moving and falling into the pit.,falls,others,others,正确,"The text might be classified as falls because the aerial lift fell into the pit, causing the worker to descend abruptly from elevation ; it might also be classified as others because the initiating uncontrolled action (the lift’s unintended forward movement into the pit) involves equipment malfunction or operational error not directly tied to a slip/trip/fall from elevation, aligning with ""others"" samples where machinery dynamics (e.g., rolling, unintended motion) drive the accident."
Employee Dies From Mesothelioma,Employee #1 worked in the cable industry for more than 20 years. The employees in this industry drill and pull cable on structures where asbestos-containing building materials or presumed asbestos-containing building materials could be present. No air monitoring or training was conducted for employees performing this type of work. No exposure could be documented for the past six months. Employee #1 died from mesothelioma that is caused from exposure to asbestos.,others,exposure to chemical substances,others,正确,"The text might be classified as others because mesothelioma is a long-term health outcome not explicitly tied to an immediate uncontrolled event; it might also be classified as exposure to chemical substances because the first uncontrolled action was prolonged asbestos exposure due to lack of protective measures, aligning with toxic/corrosive substance contact."
Employee Dies From Bee Sting,On september 28 2011 employee #1 was hanging sheetrock in a basement when he was stung by a bee. He was highly allergic to bees and a coworker used an epipen on him but it had no effect. Employee #1 collapsed and emergency medical services (ems) were called. Cpr was begun by a coworker until the ems arrived. Employee #1 was transported to a medical facility where he was pronounced dead.,others,exposure to chemical substances,others,正确,"The text might be classified as others because the bee sting is a biological hazard not explicitly covered by other categories; it might also be classified as exposure to chemical substances because the venom could be misconstrued as a toxic substance, despite being biological rather than industrial/chemical in nature."
Supervisor Is Ejected From Aerial Lift And Killed In Fall,On july 15 2013 employee #1 a work crew supervisor employed by a medical clinic was engaged in exterior carpentry. He was working from a personnel platform attached to the forks of a terex ss-636 turbo square shooter telehandler. The machine rolled backward down a hill and struck a tree. Employee #1 and the personnel platform were ejected from the lift. Employee #1 was killed.,struck by moving objects,falls,others,错误,"The text might be classified as struck by moving objects because the telehandler’s unintended backward motion (a moving machine) directly caused the ejection ; it might also be classified as falls because the fatal injury resulted from the victim falling from elevation after being ejected, aligning with the definition of falls as ""falling from elevation not due to structural failure."""
Employee Is Killed When Exposed To Airborne Fungus,On november 15 2011 employee #1 of e-light electrical services in hobbs new mexico was exposed to coccidioides imitis a fungus. This fungus produces spores that can be inhaled when they are airborne. The employee was diagnosed with valley fever which resulted in his death.,others,exposure to chemical substances,others,正确,"The text might be classified as others because valley fever from fungal spores is not explicitly covered by other categories (e.g., chemical, temperature, or structural failures); it might also be classified as exposure to chemical substances because inhaling harmful airborne particles (fungal spores) shares similarities with toxic substance exposure mechanisms, despite the agent being biological rather than chemical."
Worker Is Injured When Struck By Section Of Guide Rail,On november 30 2009 employee #1 of foundation pile inc. was working on a construction site. While spotting for the pile driver he was struck by a seven-foot section of guide rail which fell off the rig. Employee #1 was hospitalized for fractures to his collarbone left ribs and vertebrae.,falls,struck by falling object,struck by falling object,正确,"The text might be classified as falls because the incident involves a falling object, which could mistakenly imply the victim fell themselves; it might also be classified as struck by falling object because the primary cause was a detached guide rail striking the worker during its free fall, with no structural collapse or victim movement involved."
Employee Killed When Rock Falls Into Excavation,Employee #1 and two coworkers were laying a french drain at a private residence. They had excavated under the house to a depth of approximately 7 ft when they encountered a large rock of unknown origin. The rock fell crushing and killing employee #1.,collapse of object,struck by falling object,struck by falling object,正确,"The text might be classified as collapse of object because the rock’s sudden dislodgement during excavation could imply instability or failure of the surrounding geological material (interpreted as structural-like collapse); it might also be classified as struck by falling object because the rock fell freely from an elevated position with no explicit mention of structural failure (e.g., trench wall collapse or engineered structure failure), functioning as a falling object that struck the victim."
Employee Bruised When Struck By Falling Rock,At approximately 11:30 a.m. on september 1 1995 employee #1 was working on a sloped embankment at the side of highway 101. A ditch digging machine above him was being used by another employer to dig a trench. An 8 in. Diameter boulder fell and struck employee #1 on the head and neck bruising him. He was taken to the hospital for a check-up and then released.,struck by falling object,collapse of object,struck by falling object,正确,"The text might be classified as struck by falling object because the boulder fell from an elevated position during trenching activity and struck the victim without explicit mention of structural failure; it might also be classified as collapse of object because the boulder’s dislodgement could imply instability or failure of the embankment structure due to excavation, aligning with structural collapse precedents like trench-wall failures."
Employee Injured When Struck By Falling Section Of Manhole,On october 11 2004 employee #1 was performing his regular duties when he was satruck by a precast section of concrete manhole that fell from a caterpillar it24f integrated tool carrier. He sustained multiple fractures for which he was hsopitalized.,collapse of object,struck by falling object,struck by falling object,正确,"The text might be classified as collapse of object because the precast manhole section could be interpreted as a structural component that failed or detached from its intended position; it might also be classified as struck by falling object because the manhole fell from equipment (caterpillar tool carrier) with no explicit structural failure described, functioning as a freely falling object dislodged during handling."
Construction Employee Killed By Falling Crane Boom,On april 17 2003 employees of walsh construction co. were removing pins from the jib section of a crane boom. Employee #1 was standing under the boom while removing the bottom pins. The boom fell and employee #1 was struck and pinned to the ground. He died of fractures.,collapse of object,struck by falling object,struck by falling object,正确,"The text might be classified as collapse of object because the crane boom’s fall could imply structural failure of the crane or its components; it might also be classified as struck by falling object because the boom fell due to pin removal (a procedural action) rather than inherent structural failure, functioning as a free-falling object that struck the victim."
Employee Struck By Bar Joist,On december 9 1998 employee #1 an iron worker for a structural steel erector working at a movie theater construction site was struck by one of four bar joists (approximately 50 ft long by 2 ft tall) that fell about 30 ft from the roof installation. The joists about 6-ft center did not have bridging installed between them to resist the lateral movement caused by a load was placed on them by a crane. This oversight caused the joists to tip and fall when two bundles of decking were placed upon them. Employee #1 was hospitalized for his injuries.,collapse of object,struck by falling object,struck by falling object,正确,The text might be classified as collapse of object because the bar joists tipping and falling could be interpreted as a structural failure due to improper installation (lack of bridging) during construction; it might also be classified as struck by falling object because the joists fell from an elevated position due to an external load (crane-placed decking) and not due to inherent structural degradation or collapse of a completed structure.
Worker Is Killed While Installing Helical Piles At Jobsite,On october 21 2008 employee #1 a laborer and a coworker a bobcat equipment operator of advanced foundations systems inc. were installing helical piles to support the foundation of a new building. The coworker attached hydraulic lines and pushed the leaver activating the bottom wedge and employee #1 activated the right lever for the respective bottom wedge to secure the bob tach frame apparatus to the bobcat. The coworker drove the model 864 bobcat to the location of the site where the helical piles were to be driven into the ground. The site was 80x60 inch hole about 3 feet deep. Employee #1 entered the site and placed the pile into position. As the bob tach apparatus was raised into position it fell onto employee #1 from a height of approximately 7 feet. The total weight of the attached apparatus was between 900 and 1 000 pounds.,collapse of object,struck by falling object,struck by falling object,正确,"The text might be classified as collapse of object because the apparatus fell during a structural installation process, potentially implying instability or failure of the equipment/system being secured; it might also be classified as struck by falling object because the apparatus fell freely from a height (7 feet) without explicit structural failure of the worksite or permanent structure, functioning as an unsecured object that struck the victim."
Worker Is Struck And Killed By Falling Steel Beam,On march 8 2013 a construction laborer employed by mcm carpentry was working at a single family home construction site. He was crouched down in the basement while constructing a wall frame. High winds toppled one of several steel i-beams installed on top of the foundation wall. As the steel beam fell it struck the employee on the back of his head and neck killing him.,collapse of object,struck by falling object,struck by falling object,正确,"The text might be classified as collapse of object because the steel beam was installed on the foundation wall and its toppling could imply a structural failure of the installation; it might also be classified as struck by falling object because the beam fell due to external force (high winds) without explicit evidence of structural degradation, functioning as a free-falling object that struck the victim."
Employee Breaks Leg When Struck By Falling Mailbox,On october 20 2010 a mailbox with a brick base was being hoisted using a small trackhoe with the bucket attached. The mailbox base was suspended by 2 nylon slings connected to a tooth of the bucket. One of the slings which were attached to the middle tooth of the bucket slipped off and the brick mailbox base weighing about 800 pounds struck employee #1 breaking his leg.,struck by falling object,collapse of object,struck by falling object,正确,"The text might be classified as struck by falling object because the brick mailbox base fell freely after the sling slipped off the bucket, striking the worker; it might also be classified as collapse of object if the failure of the sling system is interpreted as a structural or rigging failure that led to uncontrolled collapse of the suspended load."
Demolition Worker Is Fatally Crushed By Falling Concrete,On september 10 2013 employee #1 and coworker #1 employed by a heavy construction contractor specializing in demolition and other site preparation were engaged in demolishing a commercial building. The building's structure consisted of concrete floors columns panels and metal beams. The building had three stories with a total height of 69 feet. The two workers were operating excavators to demolish columns and bays and drop them to the ground. On the previous day they had left an overhang of concrete from three bays. On the morning of september 10 2013 coworker #1 continued to demolish columns while employee #1 used his excavator to break up concrete on the ground. Coworker #1 used his excavator to pull down a column. The overhanging concrete fell to the ground crushing employee #1 and killing him. This fatality was investigated by minnesota osha. At the time of this report mnosha had proposed three serious citations for the employer and no citations for the general contractor.,collapse of object,struck by falling object,struck by falling object,正确,"The text might be classified as collapse of object because the falling concrete overhang could be interpreted as part of the building’s structural components failing due to active demolition work, suggesting a structural failure sequence; it might also be classified as struck by falling object because the concrete fell freely from height after being destabilized by demolition equipment, without explicit evidence of spontaneous structural failure unrelated to the demolition process."
Employee Is Injured By Falling Door   Later Dies,On june 10 2011 employee # 1 was working for d.c.g. Peterson brothers inc. performing framing duties to a new dry mineral storage building located in manson iowa. Five employees were engaged in building custom heavy wood frame doors. The doors were made of 2 by10 wood materials being placed between sheets of 0.5 inch plywood. The door was approximately 9 feet 5 inches tall by 16 feet wide weighing approximately 1 000 to 3 000 pounds. The bottom of the door contains two pieces of angle iron approximately 3 inches by 3 inches 0.25 inch thick and 10 feet in length. Employee # 1 and his crew attempted to move the door to an upright position by wrapping a synthetic or nylon strap around the frame with the other end of the strap attached to one fork of a caterpillar telehandler model number # th103. Employee # 2 operated the telehandler to raise the door up off the floor to the upright position. The door was at an angle of approximately 75 degrees when employee # 1 grabbed a broom and began to sweep underneath the door. The strap slid off the fork of the telehandler and struck employee # 1 on his lower back. Employee # 1 fell to the ground in extreme pain. Rescue service transported employee # 1 to a local hospital who was later transported to iowa methodist hospital in des moines the same day. Employee # 1 underwent surgery to correct a fractured pelvis and a fractured lower left leg. Employee # 1 was transported to iowa lutheran hospital to begin physical therapy after the surgeries. Employee # 1 later died from respiratory complications as well as an infection.,struck by falling object,struck by moving objects,struck by falling object,正确,"The text might be classified as struck by falling object because the door or strap fell due to gravity after slipping off the telehandler fork; it might also be classified as struck by moving objects because the strap slid dynamically from the telehandler’s moving machinery during lifting, functioning as a non-free-falling propelled component."
Loose Nail Falls And Lodges In Carpenter'S Eye,On april 9 2007 employee #1 was working as an exterior carpenter for a carpentry contractor. He was using a hammer to tack down ccx plywood on the soffit portion of the roof sheeting. As he was setting the nail it came loose and struck him in the eye lodging there. He was hospitalized for treatment for the foreign body in his eye.,struck by moving objects,struck by falling object,struck by moving objects,正确,"The text might be classified as struck by moving objects because the nail was propelled by the hammering action, implying motion from tool use; it might also be classified as struck by falling object because the nail came loose and fell under gravity after being dislodged, functioning as a free-falling object."
Employee Injured In Blasting Accident,"At approximately 2:15 p.m. on july 11 2002 employee #1 and other coworkers were waiting outside of the designated ""safety zone"" for a quarry production blast. The employees were between a metal storage rack and parked pick-up truck next to a portable trailer. At this point it was approximately 1 100 ft from the face of the shot. The expected ""safety zone"" was approximately 800 ft. no equipment was involved in this accident. The flying rock from the blast flew farther than expected. Employee #1 was struck by some flying rock and sustained contusions to the back a fractured rig a collapsed lung and later it was necessary to remove both kidneys. Employee #1 was hospitalized.",struck by moving objects,fires and explosion,struck by moving objects,正确,"The text might be classified as struck by moving objects because the flying rock acted as a projectile propelled by force (the blast) and struck the victim; it might also be classified as fires and explosion because the uncontrolled blast itself (the initiating explosion) caused the flying debris, aligning with the first-event principle where the explosion is the root cause."
Demolition Laborer Fractures Skull When Struck In Head,On february 18 2014 employee #1 a 50-year-old male demolition laborer with deconstruction services llc was picking up roof rafter material that was thrown from the third floor deck of a building when he was struck in the back of the head with such material sustaining a skull fracture and several lacerations. Employee #1 was transported to university shock trauma where he remained until march 8 2013.,struck by moving objects,struck by falling object,struck by moving objects,正确,"The text might be classified as struck by moving objects because the material was thrown (implying horizontal motion) and struck the victim mid-air; it might also be classified as struck by falling object because the material originated from an elevated position (third floor deck) and fell under gravity, functioning as a free-falling object."
Employee Partially Amputates Thumb With Circular Saw,At approximately 10:00 a.m. on november 7 2013 employee #1 was working on the construction site of a residential building. His duties involved framing the building which included operating a powered portable circular saw (skilsaw mag 77-75 serial number 203 002504) and cutting boards. Employee #1 was rip-cutting a board to create a notch in it. He was holding a 2 in. By 6 in. Piece of lumber in his unsupported left hand and holding the saw with only his right hand. When employee #1 made the rip cut into the lumber the saw rapidly jumped out of the cut causing him to lose control of the saw. The saw blade made contact with his left hand resulting in a partial amputation of his left thumb. Employee #1 was transported to a medical center where he was treated for the partial amputation and was then hospitalized.,struck by moving objects,caught in/between objects,struck by moving objects,正确,"The text might be classified as struck by moving objects because the circular saw blade moved uncontrollably and struck the victim’s hand during operation; it might also be classified as caught in/between objects because the injury resulted from direct contact with the saw blade’s moving parts during cutting, aligning with machinery entanglement/crushing (e.g., blade-guard failures or unsafe handling during tool operation)."
Employee Killed Between Backhoe Boom And Outrigger,On july 1 2007 employee #1 a backhoe operator was placing a tool on the floor of the operator's compartment. The tool struck the boom's swing mechanism causing the boom to come down. Employee #1 became caught between it and one of the backhoe's outriggers. He was crushed and killed.,struck by moving objects,caught in/between objects,struck by moving objects,正确,"The text might be classified as struck by moving objects because the boom’s unintended motion (triggered by the tool strike) directly caused the impact; it might also be classified as caught in/between objects because the fatal injury resulted from the victim being trapped and crushed between two rigid components (boom and outrigger), aligning with the definition of compression/crushing between objects rather than a free-moving object striking the body."
Employee Is Injured By Saw While Jumping From Ladder,On august 11 2006 employee #1 was on an 8 ft step ladder using a circular saw on an eave. When he disturbed a yellow jacket nest he jumped off the ladder and tried to throw the saw away. The saw blade struck employee #1's right abdominal area. He was hospitalized for a deep abdominal laceration.,struck by moving objects,falls,struck by moving objects,正确,"The text might be classified as struck by moving objects because the injury was directly caused by the circular saw blade striking the employee during the chaotic act of throwing it; it might also be classified as falls because the first uncontrolled action was the jump from the ladder (a fall from elevation) triggered by disturbing the nest, which preceded the saw’s motion."
Employee Amputates Fingertip In Fan Belt,At about 10:20 a.m. on august 14 2012 employee #1 with johnson controls inc. was conducting an inspection on a marine laboratory air handler system located at the basement of the building. Employee #1 turned off the power of the fan and removed the top panel cover. During the inspection he moved around and his hand hit the rotating drive belt of the exhaust fan which resulted in a right thumb injury. Employee #1 was transported to the hospital. Employee #1 suffered from an amputated fingertip.,caught in/between objects,struck by moving objects,struck by moving objects,正确,"The text might be classified as caught in/between objects because the injury involved contact with a rotating drive belt, which could imply the hand was caught/pulled into the belt mechanism (similar to machinery entrapment); it might also be classified as struck by moving objects because the rotating belt itself was a moving object that directly struck the hand, causing amputation without explicit ""pinching"" between two separate objects."
Employee Injured When Struck By Falling Drill Collar,At approximately 8:30 a.m. on september 14 1990 employee #1 a truck driver was watching as a forklift loaded a drill collar onto his truck. As the forks were being removed one of them caught the end of the collar. It rolled off the truck pulling employee #1 with it. He was struck by the drill collar and suffered a fractured right leg and elbow and multiple cuts and bruises. A coworker at the site drove employee #1 to a local hospital.,struck by moving objects,struck by falling object,struck by moving objects,正确,"The text might be classified as struck by moving objects because the drill collar was initially moved by the forklift’s mechanical action (a moving object dislodging it); it might also be classified as struck by falling object because the collar became a free-falling object after rolling off the truck’s elevated platform, striking the victim under gravitational force."
Employee Fractures Hand When Whipped By Plaster Hose,At about 3:15 p.m. on september 26 2013 employee #1 with dcs plastering inc. was working from a scaffold while two coworkers were in the process of disconnecting blocked plaster hoses. First one coworker opened the side locking levers of the coupling that jointed two hoses together while the other coworker tapped the coupling with a hammer. Second employee #1 slowly separated the hose by pulling it. As the hose was separating the pressurized hose whipped; it struck employee #1's hand. The contributing factors were pressurized hoses were not completely released prior to disconnecting and no specific procedures existed for disconnecting pressurized hoses for cleaning/unclogging operations. Employee #1 was hospitalized with a fractured right hand.,struck by moving objects,caught in/between objects,struck by moving objects,正确,"The text might be classified as struck by moving objects because the pressurized hose whipped and struck the employee’s hand as a moving object; it might also be classified as caught in/between objects because the hose’s sudden movement under pressure could imply entanglement or interaction with machinery components during disconnection, resembling caught-in hazards (e.g., hands trapped during equipment operation)."
Employee Killed When Pinned By Crane Counterweight,At approximately 1:40 p.m. on june 24 1997 employee #1 was returning to the back of a crane after getting a drink from a water jug situated on the front of the crane. He was struck by the counterweight and became pinned against the concrete barrier separating two lanes of traffic. Employee #1 was killed instantly.,traffic,struck by moving objects,struck by moving objects,正确,"The text might be classified as traffic because the incident occurred near a concrete barrier separating traffic lanes, and the crane might be misconstrued as part of a vehicular or roadway context; it might also be classified as struck by moving objects because the crane’s counterweight actively moved and struck the victim, aligning with the definition of being hit by a non-free-falling, mechanically moving object."
Employee Is Killed When Crushed By Backhoe Boom,On february 14 2005 employee #1 had dismounted a backhoe with the engine running and the boom in the upraised position. He retrieved a pneumatic chipping hammer from a nearby toolbox and put it in the rear left side of the cab. The pneumatic chipping hammer weighed approximately 35-40 pounds and was placed on top of the left swing pedal. This activated the boom causing it to move to the left pinning employee #1 against the upraised stabilizer. A nearby heavy equipment operator used the backhoe controls to move the boom to the right to free employee #1. Employee #1 died.,struck by moving objects,caught in/between objects,struck by moving objects,正确,"The text might be classified as struck by moving objects because the boom unexpectedly moved and struck the victim; it might also be classified as caught in/between objects because the worker was crushed between the activated boom and the stabilizer, reflecting entrapment by machinery components rather than a free-moving projectile."
Employee Is Killed When Struck By Steel Pipe,On may 8 2012 a trackhoe operator was pulling a 5-inch steel pipe and a 10-inch diameter steel pipe from a debris pile to place them in a cleared area. The 5-inch pipe was approximately 70-feet in length and the 10-inch pipe was 50-feet in length. The trackhoe operator met resistance as he pulled the pipes. When the pipes released the 5-inch pipe swung outward striking employee #1 in the head as he walked around the corner of building and killed him.,struck by moving objects,struck by falling object,struck by moving objects,正确,"The text might be classified as struck by moving objects because the steel pipe swung outward due to tension release during machinery operation, implying motion caused by mechanical force; it might also be classified as struck by falling object because the pipe’s sudden release and uncontrolled trajectory could be interpreted as a free-falling object striking the victim after dislodging from the debris pile."
Employee Suffers Contusions In Fall From Beam,"At approximately 1:06 p.m. on january 21 2008 employee #1 was working at the construction site of a new four-story steel-framed parking structure in los angeles ca. At the time of the accident the construction was at the second level. Employee #1 and another ironworker were standing on a 14 ft 7 in. High beam to connect another beam. As that beam was swung in employee #1 was knocked off balance and began to fall. He was wearing an appropriate fall protection harness that was tied to a moveable beam clamp. The beams in the structure have waists cut into their end points for stress relief that the workers refer to as ""dog bones"". Because they are narrower at this point the beam clamps can slide off them. This is what happened when employee #1 lost his balance. The clamp came off and as he fell he first grabbed onto the beam to slow his descent. He landed feet first and was transported to the hospital as a precautionary measure. Employee #1 suffered minor contusions and was released after approximately 4 hours. After the accident the employer decided to use chokers in place of beam clamps.",falls,struck by moving objects,struck by moving objects,正确,"The text might be classified as falls because the employee ultimately fell from elevation due to losing balance and a failed harness; it might also be classified as struck by moving objects because the first uncontrolled action was being knocked off balance by a beam that was actively being swung into position (a moving object), which directly precipitated the fall."
Employee Is Killed When Crushed By Backhoe Boom,A approximately 11:30 a.m. on october 15 2003 employee #1 was a non-contract employee of siemers engineering. He and another siemers employee were installing underground water utilities at a new shopping center in san marcos ca. Employee #1 was operating a caterpillar 416c backhoe to dig shallow trenches for pipe. He was qualified as an equipment operator but he was operating the backhoe controls from outside the vehicle. He was found by his foreman with his hands on the control pedals trapped between the hydraulic boom and an outrigger. His chest was crushed and he had been killed. There were no eyewitnesses and it is not known why he was operating the backhoe in this manner.,caught in/between objects,struck by moving objects,struck by moving objects,正确,"The text might be classified as caught in/between objects because the victim was physically compressed between the hydraulic boom and an outrigger, a classic ""pinch point"" scenario involving two objects; it might also be classified as struck by moving objects because the hydraulic boom actively swung or moved (via unintended control activation) to strike the victim against the stationary outrigger, emphasizing the motion of one object rather than passive entrapment."
Employee Is Killed When Struck By Exploding Boiler,On january 22 2009 employee #1 of bp construction was thawing a frozen sewer line. The steamer (boiler) exploded and employee #1 was struck and killed by the steamer.,struck by moving objects,fires and explosion,struck by moving objects,正确,"The text might be classified as struck by moving objects because the exploding boiler propelled debris/parts that struck the victim, resembling a forceful object in motion; it might also be classified as fires and explosion because the first uncontrolled action was the boiler explosion itself, which directly caused the fatal injury under the definition of explosion-related accidents."
Employee Fractures Leg When Struck By Steel Frame,At approximately 9:00 a.m. on july 1 2013 employee #1 was removing equipment from a bore pit excavation measuring approximately 37 ft long 13.5 ft wide and 24 ft deep. After using a crane to remove the auger boring machine and an approximately 10 ft section of the steel jacking frame the next step was to lift the roughly 21 ft long 6 ft wide and 21 in. Tall weighing 15 400 lbs. Rear section of the jacking frame a couple feet off of the ground and move it to the front of the excavation where it could be lifted out. The employee attached 2 wire rope slings with hooks to picking holes on either side and at about the halfway point of the frame and stood approximately 3 ft between the frame and the steel slide rail type shoring system. Employee #1 signaled the crane operator to hoist up. The employee walked to the front of the frame as it was being lifted reaching the front right corner of the frame and noticed the right rear corner of the frame had become caught in the shoring system. The frame was about 2 ft off of the ground. The employee signaled the crane operator to stop and went around to the left side of the frame bent down to see where it was bound. The frame released on its own and swung toward the employee striking his leg. Employee #1 was transported to an area hospital where he was treated for a fractured right tibia. The employee remains hospitalized.,struck by moving objects,caught in/between objects,struck by moving objects,正确,The text might be classified as struck by moving objects because the steel frame swung and struck the employee during its unintended motion; it might also be classified as caught in/between objects because the frame’s initial entanglement in the shoring system represents an uncontrolled mechanical interaction (caught/bound state) that directly precipitated the release and subsequent strike.
Employee Injured When Struck By Drill Bit,A work crew was drilling underground horizontal bore holes for the installation of fiber-optic cables. An employee assigned to clean the drill bit as it entered one side of an inspection pit in the ground and then exited the other side entered the pit to scrape mud off the bit. The drill bent and flailed around striking the worker's legs and fracturing them. He was hospitalized for his injuries.,struck by moving objects,caught in/between objects,struck by moving objects,正确,"The text might be classified as struck by moving objects because the drill bit flailed and struck the worker as a freely moving object; it might also be classified as caught in/between objects because the drill's uncontrolled motion could imply entanglement or interaction with rotating machinery parts, similar to cases where limbs are caught in rotating tools."
Employee'S Face Is Injured By Flying Object,At approximately 10:30 a.m. on july 29 2005 employee #1 was shaping a 0.25-in. Thick steel bucket with a bosch 1347a portable right-angle grinder (serial number r1880022170). It had no safety guard and its screw-in handle was missing. After trying several new sait 22021 type-27 4.5-in. Wheels that day he selected a wheel comparable to the rated rpm rate of the grinder. He first cut was an approximately 8-in length off the bucket and experienced some wheel binding and jerking problems. His supervisor then explained to him that he needed to cut off more steel on the same bucket and that he needed to cut at an angle to avoid disturbing other components of the grinder. After the supervisor left employee #1 began cutting at an approximately 45-degree angle. The wheel snagged the body of the grinder causing the abrasive wheel to break apart and dislocated from the spindle. Flying debris ejected from the grinder and struck employee #1 in his face. Employee #1 was not wearing a face shield but was wearing ansi labeled safety glasses. The impact of the flying debris upon his face caused two facial lacerations and a broken nose. He was transported to a medical center where he was hospitalized for surgical procedures and postoperative care and then released four days later. Citations issued were a failure to use a grinder guard sound and check the rpm before the wheel was used to receive training for grinder safety and use eye and face protection.,struck by moving objects,others,struck by moving objects,正确,"The text might be classified as struck by moving objects because the flying debris from the grinder's wheel functioned as a moving projectile that struck the employee; it might also be classified as others due to the primary cause being equipment misuse (missing guard, improper RPM check) and safety violations, aligning with similar ""others"" cases involving unguarded grinders."
Worker'S Leg Is Injured When Struck By Rock During Blasting,"On june 25 2013 employee #1 a heavy equipment mechanic employed by east coast drilling & blasting inc. was working at a construction site for a housing subdivision. His company was blasting rock to excavate building sites. A blast dislodged a piece of rock that struck employee #1. Emergency services were called and employee #1 was transported to the hospital and admitted. It was determined that his leg was severely fractured below the knee. At the time of this report employee #1 was still hospitalized and undergoing numerous surgeries in an attempt to save his leg. The investigation determined that the blast also blew out windows on the excavator. The rock that struck employee #1 was described as ""basketball size.""",struck by moving objects,struck by falling object,struck by moving objects,正确,"The text might be classified as struck by moving objects because the rock was propelled by the blast’s force, implying motion from an external energy source; it might also be classified as struck by falling object because the rock was dislodged from an elevated position (blasted rock) and struck the worker during its uncontrolled descent, aligning with free-falling object impacts."
